#mm10.knownToEnsembl.name	mm10.knownToEnsembl.value	mm10.kgXref.geneSymbol	mm10.kgXref.refseq
uc008gxy.1	ENSMUST00000055792	D030056L22Rik	NM_177640
uc008gxz.1	ENSMUST00000062753	D030056L22Rik	NM_177640
uc008gyb.1	ENSMUST00000040489	Trpm6	NM_153417
uc008gya.1	ENSMUST00000040489	Trpm6	NM_153417
uc012bjh.1	ENSMUST00000040489	Trpm6	
uc029tro.1	ENSMUST00000179640	1500015L24Rik	NR_045817
uc008gym.1	ENSMUST00000087638	Aldh1a1	NM_013467
uc008gyw.2	ENSMUST00000025659	Zfand5	NM_009551
uc008gza.1	ENSMUST00000052556	Abhd17b	
uc008gzb.1	ENSMUST00000052556	Abhd17b	NM_146096
uc012bjk.1	ENSMUST00000052556	Abhd17b	
uc008gzc.1	ENSMUST00000052556	Abhd17b	NM_146096
uc008gzd.2	ENSMUST00000025663	Tmem2	
uc008gze.2	ENSMUST00000025663	Tmem2	
uc008gzf.2	ENSMUST00000025663	Tmem2	NM_031997
uc008gzg.2	ENSMUST00000096194	Tmem2	NM_031997
uc008gzh.2	ENSMUST00000025663	Tmem2	NM_001033759
uc008gzv.1	ENSMUST00000099566	Trpm3	NM_001035245
uc012bjl.1	ENSMUST00000083573	Mir204	NR_029591
uc008gzp.1	ENSMUST00000099564	Trpm3	NM_001035246
uc008gzq.2	ENSMUST00000099566	Trpm3	NM_001035246
uc008gzr.2	ENSMUST00000099566	Trpm3	NM_001035245
uc008gzs.1	ENSMUST00000099564	Trpm3	NM_001035245
uc008gzt.1	ENSMUST00000099564	Trpm3	NM_001035244
uc008gzj.1	ENSMUST00000087576	Trpm3	NM_001035240
uc008gzl.1	ENSMUST00000074770	Trpm3	NM_001035241
uc008gzk.1	ENSMUST00000099569	Trpm3	NM_001035242
uc008gzm.1	ENSMUST00000099569	Trpm3	NM_001035239
uc008gzn.1	ENSMUST00000074770	Trpm3	NM_001035243
uc033hkb.1	ENSMUST00000087576	Trpm3	NM_177341
uc033hkc.1	ENSMUST00000074770	Trpm3	NM_001035241
uc033hkd.1	ENSMUST00000074770	Trpm3	NM_177341
uc029trp.1	ENSMUST00000099569	Trpm3	NM_001035242
uc029trq.1	ENSMUST00000087576	Trpm3	NM_177341
uc033hke.1	ENSMUST00000087576	Trpm3	NM_001035240
uc033hkf.1	ENSMUST00000087576	Trpm3	NM_001035240
uc033hkg.1	ENSMUST00000099569	Trpm3	NM_001035239
uc033hkh.1	ENSMUST00000074770	Trpm3	NM_001035243
uc033hki.1	ENSMUST00000074770	Trpm3	NM_001035241
uc029trr.1	ENSMUST00000099569	Trpm3	NM_001035242
uc033hkj.1	ENSMUST00000074770	Trpm3	NM_177341
uc029trs.1	ENSMUST00000099569	Trpm3	NM_001035242
uc029trt.1	ENSMUST00000099569	Trpm3	NM_177341
uc033hkk.1	ENSMUST00000074770	Trpm3	NM_001035243
uc008gzu.1	ENSMUST00000099569	Trpm3	NM_001035242
uc008gzw.1	ENSMUST00000074770	Trpm3	NM_001035243
uc008gzo.1	ENSMUST00000037901	Trpm3	NM_177341
uc012bjm.1	ENSMUST00000037901	Trpm3	
uc008gzy.1	ENSMUST00000142712	AK019124	
uc012bjn.1	ENSMUST00000116976	Mir1192	NR_035423
uc008gzz.1	ENSMUST00000036884	Klf9	NM_010638
uc008hae.1	ENSMUST00000099560	Ptar1	
uc008hag.2	ENSMUST00000099560	Ptar1	NM_028208
uc008haj.1	ENSMUST00000025830	Apba1	
uc008hai.1	ENSMUST00000025830	Apba1	NM_177034
uc012bjp.1	ENSMUST00000025830	Apba1	NM_177034
uc008har.1	ENSMUST00000057243	Tmem252	NM_183160
uc008hay.1	ENSMUST00000025831	Dock8	
uc008haz.1	ENSMUST00000025831	Dock8	
uc008hbb.1	ENSMUST00000025831	Dock8	
uc008hbd.1	ENSMUST00000025831	Dock8	
uc008hbc.1	ENSMUST00000025831	Dock8	
uc008hba.1	ENSMUST00000025831	Dock8	NM_028785
uc008hbg.1	ENSMUST00000146647	Kank1	NM_181404
uc008hbf.1	ENSMUST00000049400	Kank1	NM_181404
uc008hbh.1	ENSMUST00000049400	Kank1	NM_001348180
uc008hbi.1	ENSMUST00000160814	Dmrt1	NM_015826
uc012bju.1	ENSMUST00000025755	Dmrt1	NM_015826
uc012bjv.1	ENSMUST00000025755	Dmrt1	
uc008hbk.2	ENSMUST00000048935	Dmrt3	NM_177360
uc008hbm.1	ENSMUST00000053068	Dmrt2	NM_145831
uc008hbn.1	ENSMUST00000025862	Smarca2	NM_011416
uc012bjw.1	ENSMUST00000025862	Smarca2	NM_011416
uc008hbr.1	ENSMUST00000112637	Smarca2	NM_026003
uc057lan.1	ENSMUST00000112637	Smarca2	NM_026003
uc012bjx.2	ENSMUST00000025862	Smarca2	
uc008hbs.1	ENSMUST00000099536	Gm815	NM_001033407
uc012bjy.1	ENSMUST00000099536	Gm815	
uc012bjz.1	ENSMUST00000099536	Gm815	
uc008hbt.2	ENSMUST00000167487	Vldlr	NM_013703
uc008hbu.2	ENSMUST00000167487	Vldlr	NM_001161420
uc057lao.1	ENSMUST00000167487	Vldlr	NM_001347441
uc008hbw.1	ENSMUST00000056708	Kcnv2	NM_183179
uc029trx.1	ENSMUST00000181393	D930032P07Rik	NR_045330
uc008hck.1	ENSMUST00000181393	D930032P07Rik	
uc008hcl.1	ENSMUST00000161119	Slc1a1	NM_009199
uc008hcm.1	ENSMUST00000025875	Slc1a1	NM_009199
uc008hcn.2	ENSMUST00000025875	Slc1a1	NM_009199
uc008hco.1	ENSMUST00000025875	Slc1a1	NM_009199
uc008hcr.2	ENSMUST00000045674	Plpp6	NM_028922
uc008hcs.2	ENSMUST00000050148	Cdc37l1	NM_001302382
uc008hct.2	ENSMUST00000050148	Cdc37l1	NM_001302382
uc008hcu.2	ENSMUST00000050148	Cdc37l1	NM_001302382
uc029try.2	ENSMUST00000050148	Cdc37l1	NM_001302443
uc008hcv.2	ENSMUST00000050148	Cdc37l1	NM_025950
uc008hcw.2	ENSMUST00000050148	Cdc37l1	NM_001302380
uc008hcy.5	ENSMUST00000187897	1700018L02Rik	NR_028360
uc012bki.1	ENSMUST00000083622	Mir101b	NR_029778
uc008hda.1	ENSMUST00000064393	Rcl1	NM_021525
uc008hdb.2	ENSMUST00000065796	Jak2	NM_008413
uc008hdc.2	ENSMUST00000025705	Jak2	NM_001048177
uc008hdi.3	ENSMUST00000016640	Cd274	NM_021893
uc008hdk.2	ENSMUST00000112576	Pdcd1lg2	NM_021396
uc008hdl.2	ENSMUST00000112576	Pdcd1lg2	NM_021396
uc008hdq.1	ENSMUST00000162184	Ric1	
uc008hdr.1	ENSMUST00000160221	Ric1	NM_001081319
uc008hds.1	ENSMUST00000043610	Ric1	NM_001081319
uc012bkj.1	ENSMUST00000043610	Ric1	
uc008hdx.1	ENSMUST00000025719	Mlana	NM_029993
uc008hec.2	ENSMUST00000120388	Il33	NM_133775
uc008hed.2	ENSMUST00000025724	Il33	NM_133775
uc008hee.1	ENSMUST00000025727	Trpd52l3	NM_025741
uc008hef.1	ENSMUST00000134518	Uhrf2	
uc008heg.1	ENSMUST00000137368	Uhrf2	
uc008heh.1	ENSMUST00000137368	Uhrf2	NM_144873
uc008hei.2	ENSMUST00000025739	Uhrf2	NM_144873
uc008hel.1	ENSMUST00000025797	Mbl2	NM_010776
uc008her.1	ENSMUST00000066039	Cstf2t	NM_031249
uc008het.1	ENSMUST00000075838	A1cf	NM_001081074
uc012bkl.1	ENSMUST00000075838	A1cf	NM_001081074
uc008heu.1	ENSMUST00000075838	A1cf	NM_001081074
uc008hev.1	ENSMUST00000075838	A1cf	NM_001081074
uc008hfi.2	ENSMUST00000181612	2700046G09Rik	NR_033198
uc008hfj.1	ENSMUST00000025827	Minpp1	NM_010799
uc008hfk.2	ENSMUST00000025827	Minpp1	NM_010799
uc008hfl.2	ENSMUST00000025833	Papss2	NM_001201470
uc008hfm.1	ENSMUST00000025833	Papss2	NM_011864
uc008hfn.1	ENSMUST00000025833	Papss2	NM_001360403
uc008hfq.1	ENSMUST00000140014	Pten	NM_008960
uc008hfr.1	ENSMUST00000013807	Pten	NM_008960
uc008hfw.1	ENSMUST00000025680	Lipf	NM_026334
uc012bkr.2	ENSMUST00000054260	Lipk	NM_001205349
uc008hfx.2	ENSMUST00000054260	Lipk	NM_172837
uc012bkq.2	ENSMUST00000054260	Lipk	
uc008hfy.1	ENSMUST00000148821	Lipn	
uc008hfz.1	ENSMUST00000025682	Lipn	NM_027340
uc008hga.2	ENSMUST00000025685	Lipm	NM_023903
uc012bks.1	ENSMUST00000025685	Lipm	NM_023903
uc029tsb.1	ENSMUST00000125232	Stambpl1	NM_029682
uc008hgc.1	ENSMUST00000054956	Stambpl1	NM_001360720
uc008hgd.1	ENSMUST00000054956	Stambpl1	NM_001360720
uc008hge.1	ENSMUST00000119603	Stambpl1	NM_001360720
uc008hgh.2	ENSMUST00000112472	Fas	NM_001146708
uc008hgi.2	ENSMUST00000025691	Fas	NM_007987
uc008hgk.1	ENSMUST00000181307	AK142879	
uc008hgn.2	ENSMUST00000102826	Ifit2	NM_008332
uc008hgo.1	ENSMUST00000102825	Ifit3	NM_010501
uc008hgq.1	ENSMUST00000076249	Ifit3b	NM_001005858
uc008hgr.1	ENSMUST00000076249	Ifit3b	NM_001005858
uc008hgt.1	ENSMUST00000102824	Ifit1	NM_008331
uc008hgy.1	ENSMUST00000087341	Kif20b	
uc056zif.1	ENSMUST00000158526	Mir1950	NR_035473
uc008hgz.1	ENSMUST00000087341	Kif20b	NM_183046
uc008hgx.2	ENSMUST00000087341	Kif20b	NM_183046
uc008hha.1	ENSMUST00000087341	Kif20b	
uc008hhb.1	ENSMUST00000087341	Kif20b	NM_183046
uc008hhg.2	ENSMUST00000025714	Rpp30	NM_019428
uc008hhi.1	ENSMUST00000071267	Pcgf5	NM_029508
uc008hhj.1	ENSMUST00000071267	Pcgf5	NM_029508
uc012bla.1	ENSMUST00000071267	Pcgf5	NM_029508
uc012blb.1	ENSMUST00000071267	Pcgf5	NM_029508
uc008hhk.1	ENSMUST00000062389	Pcgf5	NM_029508
uc008hhm.2	ENSMUST00000149629	Hectd2	
uc008hhn.2	ENSMUST00000141503	Hectd2	NM_172637
uc012blc.1	ENSMUST00000047247	Hectd2	NM_001163471
uc008hho.2	ENSMUST00000047247	Hectd2	NM_172637
uc008hhp.2	ENSMUST00000139215	Hectd2	
uc008hhu.2	ENSMUST00000025729	Tnks2	NM_001163635
uc008hhx.1	ENSMUST00000099494	Btaf1	
uc008hhw.1	ENSMUST00000099494	Btaf1	NM_001080706
uc008hid.1	ENSMUST00000180609	A330032B11Rik	NR_045329
uc008hie.2	ENSMUST00000148105	March5	NM_001164337
uc008hif.2	ENSMUST00000112391	March5	NM_001164336
uc008hig.2	ENSMUST00000024078	March5	NM_027314
uc012bld.1	ENSMUST00000024078	March5	
uc008hin.1	ENSMUST00000012587	Kif11	NM_010615
uc008hio.1	ENSMUST00000025944	Hhex	NM_008245
uc029tsf.1	ENSMUST00000066439	Exoc6	
uc008hiq.2	ENSMUST00000066439	Exoc6	NM_175353
uc012ble.1	ENSMUST00000073391	Cyp26c1	NM_001105201
uc008his.2	ENSMUST00000025946	Cyp26a1	NM_007811
uc008hix.2	ENSMUST00000169673	Cep55	NM_028760
uc008hiz.2	ENSMUST00000096096	Cep55	NM_028293
uc008hiy.2	ENSMUST00000169673	Cep55	NM_028293
uc008hja.2	ENSMUST00000169673	Cep55	NM_028760
uc008hjb.2	ENSMUST00000169673	Cep55	NM_028293
uc008hjc.1	ENSMUST00000067098	Ffar4	NM_181748
uc008hjf.3	ENSMUST00000025956	Pde6c	NM_033614
uc012blg.2	ENSMUST00000112329	Pde6c	NM_001170959
uc008hjj.1	ENSMUST00000134832	Lgi1	
uc008hji.1	ENSMUST00000087252	Lgi1	NM_020278
uc008hjk.1	ENSMUST00000087252	Lgi1	
uc008hjm.1	ENSMUST00000054098	Slc35g1	NM_175507
uc008hjn.1	ENSMUST00000054098	Slc35g1	NM_175507
uc012blh.1	ENSMUST00000054098	Slc35g1	
uc008hjo.2	ENSMUST00000182481	Plce1	
uc008hjp.2	ENSMUST00000169713	Plce1	NM_019588
uc012bli.2	ENSMUST00000169713	Plce1	NM_019588
uc008hjq.2	ENSMUST00000169713	Plce1	NM_019588
uc008hjs.1	ENSMUST00000037302	Tbc1d12	NM_145952
uc012blj.1	ENSMUST00000037302	Tbc1d12	NM_145952
uc008hjt.1	ENSMUST00000025965	Hells	NM_008234
uc008hju.1	ENSMUST00000025966	Cyp2c55	NM_028089
uc008hjv.2	ENSMUST00000087236	Cyp2c65	NM_028191
uc008hjw.1	ENSMUST00000087234	Cyp2c66	NM_001011707
uc012blk.1	ENSMUST00000087234	Cyp2c66	
uc008hjx.2	ENSMUST00000176493	Cyp2c53-ps	NR_033614
uc008hjy.1	ENSMUST00000176624	Cyp2c29	NM_007815
uc008hjz.1	ENSMUST00000177087	Cyp2c29	NM_007815
uc008hkb.2	ENSMUST00000025968	Cyp2c39	NM_010003
uc008hkf.2	ENSMUST00000049178	Cyp2c37	NM_010001
uc008hkh.2	ENSMUST00000124391	Cyp2c50	NM_001167877
uc008hki.2	ENSMUST00000080171	Cyp2c50	NM_134144
uc012blo.1	ENSMUST00000068094	Cyp2c50	NM_001167875
uc008hld.2	ENSMUST00000112231	Entpd1	NM_001304721
uc008hlf.2	ENSMUST00000112231	Entpd1	NM_009848
uc012blp.2	ENSMUST00000025983	Ccnj	NM_172839
uc008hlh.3	ENSMUST00000120057	Ccnj	NM_172839
uc057lav.1	ENSMUST00000181195	E030044B06Rik	
uc008hli.1	ENSMUST00000181195	E030044B06Rik	NR_045343
uc033hkm.1	ENSMUST00000183735	Mir8092	NR_106167
uc008hlj.2	ENSMUST00000050092	Zfp518a	
uc008hlk.1	ENSMUST00000050092	Zfp518a	NM_028319
uc008hlo.1	ENSMUST00000051806	Dntt	NM_009345
uc008hlp.1	ENSMUST00000112200	Dntt	NM_001043228
uc008hlx.1	ENSMUST00000067795	Lcor	
uc008hly.1	ENSMUST00000067795	Lcor	NM_172154
uc008hlz.1	ENSMUST00000067795	Lcor	NM_172154
uc008hmb.1	ENSMUST00000163929	Lcor	NM_172154
uc033hko.1	ENSMUST00000183602	Mir8091	NR_106166
uc008hme.1	ENSMUST00000099454	AI606181 	
uc008hml.1	ENSMUST00000011896	Pgam1	NM_023418
uc008hmp.2	ENSMUST00000026154	Zdhhc16	
uc008hms.1	ENSMUST00000026154	Zdhhc16	
uc008hmt.1	ENSMUST00000026154	Zdhhc16	
uc008hmq.2	ENSMUST00000026154	Zdhhc16	NM_001360679
uc008hmr.2	ENSMUST00000026154	Zdhhc16	
uc008hmu.3	ENSMUST00000026154	Zdhhc16	
uc008hmz.1	ENSMUST00000026170	Ubtd1	NM_145500
uc008hna.1	ENSMUST00000026172	Ankrd2	NM_020033
uc008hnc.2	ENSMUST00000164518	4933411K16Rik	NM_025752
uc008hnb.1	ENSMUST00000081714	Hoga1	NM_026152
uc008hng.1	ENSMUST00000066778	Pi4k2a	NM_145501
uc033hkp.1	ENSMUST00000184186	Marveld1	NM_183195
uc008hni.2	ENSMUST00000061111	Marveld1	NM_183195
uc012blu.2	ENSMUST00000169536	Zfyve27	NM_177319
uc008hnj.3	ENSMUST00000169536	Zfyve27	NM_001164531
uc012blv.2	ENSMUST00000169536	Zfyve27	
uc008hnm.2	ENSMUST00000122375	Golga7b	NM_001141983
uc008hnn.2	ENSMUST00000087123	Golga7b	NM_027694
uc008hnq.1	ENSMUST00000026188	R3hcc1l	NM_177464
uc008hod.1	ENSMUST00000159313	AK049068	
uc008hoh.2	ENSMUST00000165311	Cnnm1	NM_031396
uc012bma.1	ENSMUST00000165311	Cnnm1	NM_031396
uc008hok.1	ENSMUST00000057178	Nkx2-3	NM_008699
uc008hor.2	ENSMUST00000144314	Entpd7	NM_053103
uc008hos.2	ENSMUST00000081079	Entpd7	NM_053103
uc008hov.2	ENSMUST00000026199	Cutc	NM_001113562
uc008hou.2	ENSMUST00000026199	Cutc	NM_025530
uc008how.1	ENSMUST00000026208	Abcc2	NM_013806
uc012bmc.1	ENSMUST00000099413	Gm10768	NR_033472
uc008hpn.1	ENSMUST00000026220	Scd3	NM_024450
uc008hpo.1	ENSMUST00000026220	Scd3	NM_024450
uc029tsk.1	ENSMUST00000175574	Mir5114	NR_039574
uc008hpp.3	ENSMUST00000026221	Scd2	NM_009128
uc008hpq.1	ENSMUST00000058856	Scd4	NM_183216
uc008hpt.2	ENSMUST00000041163	Wnt8b	NM_011720
uc008hpx.1	ENSMUST00000131032	Hif1an	NM_176958
uc008hpy.1	ENSMUST00000040455	Hif1an	NM_176958
uc033hkr.1	ENSMUST00000184584	Mir6405	NR_105831
uc008hqa.3	ENSMUST00000004340	Pax2	NM_011037
uc008hqb.1	ENSMUST00000096053	Slf2	NM_001081225
uc008hqc.1	ENSMUST00000096053	Slf2	NM_001081225
uc012bmh.1	ENSMUST00000096053	Slf2	NM_001081225
uc012bmi.1	ENSMUST00000096053	Slf2	NM_172638
uc008hqe.1	ENSMUST00000026225	Sema4g	
uc008hqf.1	ENSMUST00000026225	Sema4g	NM_011976
uc008hqh.1	ENSMUST00000026227	Twnk	NM_001348254
uc008hqi.1	ENSMUST00000026227	Twnk	NM_153796
uc008hqj.1	ENSMUST00000026227	Twnk	NM_001348254
uc008hqn.2	ENSMUST00000039016	Lzts2	NM_145503
uc008hql.2	ENSMUST00000179108	Lzts2	NM_001130525
uc008hqm.2	ENSMUST00000178087	Lzts2	NM_001130526
uc012bml.1	ENSMUST00000062213	Sfxn3	NM_053197
uc012bmm.1	ENSMUST00000111954	Sfxn3	NM_001178012
uc008hqq.2	ENSMUST00000084493	Sfxn3	NM_001178013
uc008hqs.2	ENSMUST00000111948	Kazald1	NM_178929
uc008hqt.2	ENSMUST00000026234	Kazald1	NM_178929
uc008hqu.1	ENSMUST00000026236	Tlx1	NM_021901
uc008hqw.2	ENSMUST00000065601	Btrc	
uc008hqx.2	ENSMUST00000065601	Btrc	NM_001360120
uc033hks.1	ENSMUST00000065601	Btrc	NM_001286465
uc008hqy.2	ENSMUST00000065601	Btrc	NM_001037758
uc012bmn.1	ENSMUST00000065601	Btrc	NM_001286466
uc008hqz.2	ENSMUST00000111936	Btrc	NM_009771
uc008hra.2	ENSMUST00000111936	Btrc	NM_001286466
uc008hrd.1	ENSMUST00000047057	Dpcd	NM_172639
uc008hre.1	ENSMUST00000047057	Dpcd	NM_001356947
uc008hrl.1	ENSMUST00000133963	AK040197	
uc008hrx.2	ENSMUST00000099393	Hps6	NM_176785
uc008hsb.1	ENSMUST00000111899	Pprc1	NM_001346801
uc008hsc.1	ENSMUST00000111899	Pprc1	NM_001346801
uc008hsd.1	ENSMUST00000111899	Pprc1	NM_001081214
uc008hse.1	ENSMUST00000111899	Pprc1	NM_001081214
uc008hsf.2	ENSMUST00000153111	Pprc1	
uc008hsh.3	ENSMUST00000165017	Nolc1	NM_001039352
uc008hsi.3	ENSMUST00000165017	Nolc1	NM_053086
uc008hsg.3	ENSMUST00000165017	Nolc1	NM_001039353
uc008hsj.3	ENSMUST00000165017	Nolc1	NM_001039351
uc008hsk.1	ENSMUST00000043739	Elovl3	NM_007703
uc008hsm.1	ENSMUST00000175868	Gbf1	
uc008hsn.1	ENSMUST00000177406	Gbf1	NM_178930
uc008hso.1	ENSMUST00000177406	Gbf1	NM_178930
uc008hsr.1	ENSMUST00000176422	Gbf1	
uc008hsp.1	ENSMUST00000026254	Gbf1	NM_178930
uc008hsq.1	ENSMUST00000026254	Gbf1	NM_178930
uc008hst.2	ENSMUST00000073116	Nfkb2	NM_001177369
uc008hsv.1	ENSMUST00000073116	Nfkb2	NM_019408
uc008hsx.2	ENSMUST00000111881	Nfkb2	NM_019408
uc008hsy.2	ENSMUST00000073116	Nfkb2	NM_001177370
uc008hsz.1	ENSMUST00000073116	Nfkb2	
uc008hta.1	ENSMUST00000073116	Nfkb2	
uc008hsu.2	ENSMUST00000073116	Nfkb2	
uc008hte.1	ENSMUST00000026256	Fbxl15	NM_133694
uc008htf.1	ENSMUST00000026256	Fbxl15	NM_133694
uc012bmy.1	ENSMUST00000093619	Mir146b	NR_030468
uc008htk.1	ENSMUST00000086969	Mfsd13a	NM_029186
uc008htl.1	ENSMUST00000086969	Mfsd13a	
uc008htn.2	ENSMUST00000120778	Sufu	
uc008hto.2	ENSMUST00000118440	Sufu	NM_015752
uc008htp.2	ENSMUST00000039922	Sufu	NM_015752
uc008htq.2	ENSMUST00000039922	Sufu	NM_001025391
uc008hts.1	ENSMUST00000026008	Trim8	NM_053100
uc008htu.2	ENSMUST00000026011	Sfxn2	NM_053196
uc008htv.1	ENSMUST00000026011	Sfxn2	
uc008htx.2	ENSMUST00000099376	Wbp1l	NM_001177812
uc008htw.2	ENSMUST00000138302	Wbp1l	NM_146099
uc008hty.2	ENSMUST00000132202	Wbp1l	
uc008htz.2	ENSMUST00000111855	Wbp1l	NM_001177813
uc008hub.1	ENSMUST00000074912	Borcs7	NM_025563
uc008huc.1	ENSMUST00000003655	As3mt	NM_020577
uc008hud.1	ENSMUST00000003655	As3mt	
uc008hue.1	ENSMUST00000099373	Cnnm2	NM_033569
uc008huf.1	ENSMUST00000077666	Cnnm2	NM_001102471
uc008huk.2	ENSMUST00000037636	Ina	NM_146100
uc008hun.1	ENSMUST00000026027	Taf5	NM_177342
uc008hup.2	ENSMUST00000072141	Pdcd11	NM_011053
uc012bnd.2	ENSMUST00000072141	Pdcd11	NM_011053
uc008huq.2	ENSMUST00000072141	Pdcd11	
uc008hut.1	ENSMUST00000111808	Neurl1a	NM_021360
uc008huu.1	ENSMUST00000111808	Neurl1a	NM_021360
uc008huv.2	ENSMUST00000111807	Neurl1a	NM_001163480
uc008huw.1	ENSMUST00000111807	Neurl1a	NM_001163480
uc008hvd.1	ENSMUST00000182109	Gm19557	NR_045322
uc008hvf.2	ENSMUST00000026043	Slk	NM_009289
uc008hvg.2	ENSMUST00000026043	Slk	NM_001164639
uc008hvk.1	ENSMUST00000099353	Sfr1	NM_026377
uc008hvq.3	ENSMUST00000026050	Gsto1	NM_010362
uc008hvr.1	ENSMUST00000120645	Gsto2	NM_030051
uc008hvs.1	ENSMUST00000120645	Gsto2	NM_030051
uc008hvt.2	ENSMUST00000056159	Gsto2	NM_026619
uc008hvw.1	ENSMUST00000066308	Cfap58	NM_001163267
uc008hvx.1	ENSMUST00000078880	Sorcs3	NM_025696
uc008hwd.3	ENSMUST00000039652	Ins1	NM_008386
uc008hwh.1	ENSMUST00000187368	1700054A03Rik	NR_045320
uc008hwi.3	ENSMUST00000111741	Add3	NM_001164099
uc008hwj.3	ENSMUST00000111741	Add3	NM_001164101
uc008hwk.3	ENSMUST00000050096	Add3	NM_001277100
uc008hwl.3	ENSMUST00000050096	Add3	NM_001164100
uc057lay.1	ENSMUST00000025999	Add3	NM_013758
uc008hwp.2	ENSMUST00000025998	Mxi1	
uc008hwo.1	ENSMUST00000003870	Mxi1	NM_001360347
uc008hwq.1	ENSMUST00000025998	Mxi1	NM_001360347
uc008hwr.1	ENSMUST00000111737	Mxi1	NM_001360347
uc057laz.1	ENSMUST00000180442	KY467827	
uc008hwx.1	ENSMUST00000038287	Dusp5	NM_001085390
uc008hwy.2	ENSMUST00000025930	Smc3	NM_007790
uc008hwz.2	ENSMUST00000164202	Rbm20	NM_001170847
uc008hxa.1	ENSMUST00000161856	Rbm20	
uc008hxb.2	ENSMUST00000074371	Pdcd4	NM_011050
uc008hxc.2	ENSMUST00000165617	Pdcd4	NM_001168492
uc008hxd.2	ENSMUST00000025931	Pdcd4	NM_001168491
uc008hxh.1	ENSMUST00000169861	Shoc2	NM_019658
uc012bnk.1	ENSMUST00000169861	Shoc2	NM_001168505
uc008hxg.2	ENSMUST00000025932	Shoc2	NM_019658
uc012bnl.1	ENSMUST00000036700	Adra2a	NM_007417
uc033hkx.1	ENSMUST00000184990	Mir6715	NR_106146
uc008hxm.1	ENSMUST00000025936	Tectb	NM_009348
uc008hxp.1	ENSMUST00000043150	Acsl5	NM_027976
uc008hxv.2	ENSMUST00000095950	Vti1a	NM_001293686
uc008hxw.2	ENSMUST00000095950	Vti1a	NM_001293686
uc008hxy.2	ENSMUST00000095950	Vti1a	NM_001293685
uc008hxz.2	ENSMUST00000095950	Vti1a	NM_001293686
uc008hxx.2	ENSMUST00000095950	Vti1a	NM_016862
uc008hya.2	ENSMUST00000126434	Tcf7l2	NM_001331145
uc008hyd.2	ENSMUST00000061496	Tcf7l2	NM_001142920
uc008hyb.2	ENSMUST00000061496	Tcf7l2	NM_001142923
uc008hyc.2	ENSMUST00000061496	Tcf7l2	NM_001142923
uc008hyf.2	ENSMUST00000111654	Tcf7l2	NM_001142921
uc008hye.2	ENSMUST00000111654	Tcf7l2	NM_001331150
uc008hyh.2	ENSMUST00000111657	Tcf7l2	NM_001142918
uc008hyi.2	ENSMUST00000061496	Tcf7l2	NM_001142920
uc008hyl.2	ENSMUST00000111657	Tcf7l2	NM_001142919
uc012bnp.1	ENSMUST00000111657	Tcf7l2	NM_001142922
uc008hyg.2	ENSMUST00000061496	Tcf7l2	NM_009333
uc008hyj.2	ENSMUST00000061496	Tcf7l2	NM_001142923
uc008hyk.2	ENSMUST00000061496	Tcf7l2	NM_001142921
uc008hyn.2	ENSMUST00000111656	Tcf7l2	NM_001142924
uc008hyo.2	ENSMUST00000111656	Tcf7l2	NM_001331144
uc008hys.1	ENSMUST00000095948	Habp2	NM_146101
uc008hyt.1	ENSMUST00000078284	Habp2	NM_001329935
uc008hyw.2	ENSMUST00000026062	Casp7	NM_007611
uc008hyx.2	ENSMUST00000026062	Casp7	
uc008hyz.2	ENSMUST00000178590	Plekhs1	NM_001164263
uc008hyy.2	ENSMUST00000039666	Plekhs1	NM_172641
uc008hzc.1	ENSMUST00000071423	Nhlrc2	NM_025811
uc008hze.2	ENSMUST00000038949	Adrb1	NM_007419
uc008hzi.1	ENSMUST00000111606	Tdrd1	NM_001002238
uc008hzj.1	ENSMUST00000078723	Tdrd1	NM_001002240
uc012bnt.1	ENSMUST00000121249	Tdrd1	NM_031387
uc008hzk.1	ENSMUST00000111604	Tdrd1	NM_001002241
uc008hzl.1	ENSMUST00000026068	Vwa2	NM_172840
uc008iac.2	ENSMUST00000036407	Fam160b1	NM_145505
uc012bnx.1	ENSMUST00000036407	Fam160b1	
uc012bny.1	ENSMUST00000036407	Fam160b1	
uc008iaf.2	ENSMUST00000026072	Trub1	NM_028115
uc008iae.3	ENSMUST00000026072	Trub1	NM_029839
uc008iag.2	ENSMUST00000026073	Trub1	NM_028115
uc033hlg.1	ENSMUST00000176631	Mir5623	NR_049196
uc008iai.3	ENSMUST00000077282	Atrnl1	NM_181415
uc008iaj.2	ENSMUST00000077282	Atrnl1	
uc012bnz.1	ENSMUST00000069419	Ccdc172	
uc008iao.1	ENSMUST00000069419	Ccdc172	NM_029372
uc029ttb.1	ENSMUST00000187629	1810007D17Rik	NR_038136
uc008iap.1	ENSMUST00000057270	Pnlip	NM_026925
uc008iaq.1	ENSMUST00000057270	Pnlip	NM_026925
uc008iar.1	ENSMUST00000188253	1810018F18Rik	
uc008ias.1	ENSMUST00000189546	1810018F18Rik	NR_038140
uc008iat.1	ENSMUST00000048644	Pnliprp1	NM_018874
uc008iau.2	ENSMUST00000026081	Pnliprp2	NM_011128
uc012bob.1	ENSMUST00000054280	Eno4	NM_178689
uc008ibh.1	ENSMUST00000065204	Kcnk18	NM_207261
uc008ibi.2	ENSMUST00000026084	Slc18a2	NM_172523
uc012boc.1	ENSMUST00000026084	Slc18a2	
